CustomerID,Country,FirstPurchaseDate,LastPurchaseDate,Recency,Frequency,Monetary,AverageOrderValue,UnitsPurchased,TenureDays,Cluster,Segment,SegmentOrder
13792,United Kingdom,2011-02-25 14:03:00,2011-10-04 14:31:00,67,2,195.55,97.78,92,221,3,At Risk,4
13798,United Kingdom,2010-12-02 17:24:00,2011-12-08 15:51:00,2,57,37153.85,651.82,23948,371,2,Champions,1
13799,United Kingdom,2011-02-18 14:18:00,2011-08-15 12:07:00,117,2,688.86,344.43,402,178,3,At Risk,4
13800,United Kingdom,2011-02-03 12:27:00,2011-02-03 12:27:00,310,1,558.32,558.32,331,0,3,At Risk,4
13801,United Kingdom,2011-10-04 10:15:00,2011-10-04 10:15:00,67,1,324.8,324.8,168,0,3,At Risk,4
13802,United Kingdom,2011-02-01 12:03:00,2011-07-24 10:54:00,139,3,4599.42,1533.14,2572,173,0,Loyal Customers,2
13803,United Kingdom,2011-03-29 12:57:00,2011-03-29 12:57:00,256,1,277.07,277.07,121,0,3,At Risk,4
13804,United Kingdom,2011-02-23 09:09:00,2011-11-09 12:32:00,31,7,2588.39,369.77,1462,259,0,Loyal Customers,2
13805,United Kingdom,2011-08-02 15:29:00,2011-10-18 14:50:00,53,2,924.6,462.3,1900,77,0,Loyal Customers,2
13806,United Kingdom,2011-10-07 11:43:00,2011-10-07 11:43:00,64,1,256.38,256.38,56,0,3,At Risk,4
13807,United Kingdom,2010-12-07 15:48:00,2010-12-07 15:48:00,368,1,112.6,112.6,36,0,3,At Risk,4
13808,United Kingdom,2011-09-04 12:07:00,2011-12-04 12:18:00,6,5,1747.66,349.53,782,91,2,Champions,1
13809,Cyprus,2011-02-07 13:15:00,2011-02-07 13:15:00,306,1,155.05,155.05,29,0,3,At Risk,4
13810,Germany,2011-10-14 12:57:00,2011-11-11 08:33:00,29,3,1499.01,499.67,312,28,0,Loyal Customers,2
13811,Germany,2011-04-14 18:40:00,2011-06-09 09:54:00,184,3,814.5,271.5,68,56,0,Loyal Customers,2
13812,Germany,2011-08-26 12:54:00,2011-10-28 14:27:00,43,3,539.0,179.67,333,63,0,Loyal Customers,2
13813,Germany,2011-07-28 10:33:00,2011-10-31 10:38:00,40,4,1366.86,341.72,552,95,0,Loyal Customers,2
13814,Germany,2011-07-25 13:54:00,2011-09-08 13:48:00,93,2,1579.12,789.56,864,45,0,Loyal Customers,2
13815,Germany,2011-01-25 12:16:00,2011-11-17 14:19:00,23,4,4027.36,1006.84,2560,296,0,Loyal Customers,2
13816,Germany,2011-10-06 14:37:00,2011-11-16 08:38:00,24,2,571.67,285.83,269,41,1,Potential Loyalists,3
13817,Germany,2010-12-23 11:46:00,2011-11-10 17:49:00,30,2,382.98,191.49,211,322,1,Potential Loyalists,3
13819,United Kingdom,2011-01-24 10:38:00,2011-02-11 10:38:00,302,3,1140.35,380.12,1109,18,0,Loyal Customers,2
13821,United Kingdom,2011-03-23 11:30:00,2011-07-18 09:49:00,145,2,385.64,192.82,153,117,3,At Risk,4
13822,United Kingdom,2011-10-30 15:55:00,2011-12-04 12:13:00,6,2,632.0,316.0,611,35,1,Potential Loyalists,3
13823,United Kingdom,2011-09-09 10:42:00,2011-11-21 10:22:00,19,2,957.66,478.83,439,73,1,Potential Loyalists,3
13824,United Kingdom,2011-02-02 13:07:00,2011-11-07 12:41:00,33,5,1698.94,339.79,768,278,0,Loyal Customers,2
13826,United Kingdom,2011-06-16 13:48:00,2011-06-16 13:48:00,177,1,189.5,189.5,82,0,3,At Risk,4
13827,United Kingdom,2011-07-19 15:38:00,2011-10-13 12:38:00,58,3,409.8,136.6,138,86,0,Loyal Customers,2
13828,United Kingdom,2011-11-17 16:02:00,2011-11-17 16:02:00,23,1,209.49,209.49,311,0,1,Potential Loyalists,3
13831,United Kingdom,2010-12-05 12:13:00,2011-11-23 15:41:00,17,6,2198.45,366.41,743,353,2,Champions,1
13832,United Kingdom,2011-11-20 15:36:00,2011-11-20 15:36:00,20,1,52.2,52.2,28,0,1,Potential Loyalists,3
13833,United Kingdom,2011-07-03 13:27:00,2011-07-03 13:27:00,160,1,383.85,383.85,117,0,3,At Risk,4
13835,United Kingdom,2011-05-08 15:22:00,2011-11-14 15:37:00,26,4,834.57,208.64,442,190,0,Loyal Customers,2
13837,United Kingdom,2011-01-26 12:15:00,2011-05-12 12:10:00,212,2,266.59,133.29,182,106,3,At Risk,4
13838,United Kingdom,2010-12-05 10:45:00,2011-12-04 11:00:00,6,4,674.82,168.7,254,364,1,Potential Loyalists,3
13841,United Kingdom,2011-04-01 12:10:00,2011-04-01 12:10:00,253,1,85.0,85.0,100,0,3,At Risk,4
13842,United Kingdom,2010-12-08 10:39:00,2011-10-12 10:51:00,59,9,3385.62,376.18,1768,308,0,Loyal Customers,2
13844,United Kingdom,2011-11-28 13:21:00,2011-11-28 13:21:00,12,1,361.62,361.62,196,0,1,Potential Loyalists,3
13845,United Kingdom,2011-10-06 08:25:00,2011-10-06 08:25:00,65,1,312.98,312.98,182,0,3,At Risk,4
13846,United Kingdom,2010-12-14 16:07:00,2011-11-15 12:07:00,25,3,865.06,288.35,388,336,0,Loyal Customers,2
13848,United Kingdom,2010-12-08 15:10:00,2011-09-08 12:58:00,93,3,1255.0,418.33,3700,274,0,Loyal Customers,2
13849,United Kingdom,2011-06-22 10:11:00,2011-10-19 10:59:00,52,2,1537.95,768.98,1016,119,0,Loyal Customers,2
13850,United Kingdom,2011-08-02 14:04:00,2011-08-02 14:04:00,130,1,1595.48,1595.48,944,0,3,At Risk,4
13851,United Kingdom,2011-02-24 17:18:00,2011-09-05 12:36:00,96,3,2651.46,883.82,1705,193,0,Loyal Customers,2
13853,United Kingdom,2011-10-13 14:18:00,2011-10-13 14:18:00,58,1,1090.14,1090.14,312,0,0,Loyal Customers,2
13854,United Kingdom,2010-12-09 10:48:00,2011-12-01 09:06:00,9,25,8109.52,324.38,2296,357,2,Champions,1
13856,United Kingdom,2011-05-20 13:13:00,2011-06-24 10:03:00,169,3,388.5,129.5,494,35,3,At Risk,4
13858,United Kingdom,2011-10-13 16:17:00,2011-10-13 16:17:00,58,1,216.17,216.17,75,0,3,At Risk,4
13859,United Kingdom,2011-01-17 16:14:00,2011-01-17 16:14:00,327,1,201.16,201.16,129,0,3,At Risk,4
13860,United Kingdom,2011-09-14 09:27:00,2011-12-08 12:57:00,2,5,1245.9,249.18,591,85,2,Champions,1
13862,United Kingdom,2011-01-11 15:13:00,2011-11-21 16:24:00,19,8,2209.36,276.17,1688,314,2,Champions,1
13863,United Kingdom,2011-04-06 10:20:00,2011-04-06 10:20:00,248,1,305.78,305.78,224,0,3,At Risk,4
13865,United Kingdom,2011-02-23 12:04:00,2011-10-12 13:31:00,59,4,501.56,125.39,204,231,0,Loyal Customers,2
13866,United Kingdom,2011-09-26 14:54:00,2011-09-26 14:54:00,75,1,145.67,145.67,57,0,3,At Risk,4
13867,United Kingdom,2011-05-05 17:28:00,2011-11-08 15:48:00,32,3,1005.09,335.03,501,187,0,Loyal Customers,2
13868,United Kingdom,2011-11-01 12:45:00,2011-12-02 16:32:00,8,2,3192.54,1596.27,1964,31,0,Loyal Customers,2
13869,United Kingdom,2010-12-17 15:14:00,2011-08-08 13:53:00,124,4,3083.65,770.91,1709,234,0,Loyal Customers,2
13870,United Kingdom,2011-02-25 09:09:00,2011-12-07 13:23:00,3,8,2770.94,346.37,1325,285,2,Champions,1
13871,United Kingdom,2011-02-04 09:30:00,2011-11-17 10:49:00,23,13,6403.25,492.56,2806,286,2,Champions,1
13873,United Kingdom,2011-02-03 09:37:00,2011-08-12 10:08:00,120,3,389.6,129.87,140,190,3,At Risk,4
13874,United Kingdom,2010-12-16 18:20:00,2010-12-16 18:20:00,359,1,540.45,540.45,180,0,3,At Risk,4
13875,United Kingdom,2011-02-11 15:39:00,2011-10-17 09:36:00,54,5,1786.79,357.36,1316,248,0,Loyal Customers,2
13876,United Kingdom,2011-10-07 10:22:00,2011-10-07 10:22:00,64,1,122.7,122.7,36,0,3,At Risk,4
13877,United Kingdom,2011-09-14 15:49:00,2011-09-14 15:49:00,87,1,117.24,117.24,108,0,3,At Risk,4
13878,United Kingdom,2011-10-16 12:19:00,2011-10-16 12:19:00,55,1,1271.57,1271.57,463,0,0,Loyal Customers,2
13880,United Kingdom,2010-12-07 14:00:00,2011-11-18 13:44:00,22,13,3219.77,247.67,1842,346,2,Champions,1
13881,United Kingdom,2011-02-01 10:14:00,2011-12-06 12:50:00,4,20,17159.52,857.98,10118,308,2,Champions,1
13882,United Kingdom,2011-10-06 15:28:00,2011-12-07 11:16:00,3,5,1191.13,238.23,953,62,2,Champions,1
13883,United Kingdom,2011-03-31 17:17:00,2011-11-29 10:45:00,11,5,2674.48,534.9,1436,243,2,Champions,1
13884,United Kingdom,2011-03-01 13:40:00,2011-12-02 16:30:00,8,5,787.6,157.52,300,276,1,Potential Loyalists,3
13885,United Kingdom,2011-05-23 08:52:00,2011-06-03 15:07:00,190,2,506.8,253.4,182,11,3,At Risk,4
13886,United Kingdom,2011-09-29 13:17:00,2011-09-29 13:17:00,72,1,243.56,243.56,126,0,3,At Risk,4
13887,United Kingdom,2011-05-19 17:22:00,2011-05-19 17:22:00,205,1,349.55,349.55,147,0,3,At Risk,4
13888,United Kingdom,2011-05-05 14:41:00,2011-08-12 10:13:00,120,2,595.67,297.83,254,99,3,At Risk,4
13889,United Kingdom,2011-09-08 09:13:00,2011-09-08 09:13:00,93,1,416.9,416.9,146,0,3,At Risk,4
13890,United Kingdom,2010-12-16 09:31:00,2011-12-08 15:36:00,2,10,1883.81,188.38,831,357,2,Champions,1
13892,United Kingdom,2011-04-07 12:04:00,2011-11-13 11:50:00,27,4,632.97,158.24,983,220,0,Loyal Customers,2
13893,United Kingdom,2011-02-15 11:30:00,2011-02-15 11:30:00,298,1,821.1,821.1,190,0,3,At Risk,4
13894,United Kingdom,2011-02-02 12:54:00,2011-11-16 09:44:00,24,3,564.62,188.21,354,287,1,Potential Loyalists,3
13895,United Kingdom,2011-06-28 10:17:00,2011-11-11 16:57:00,29,4,2593.07,648.27,1365,136,0,Loyal Customers,2
13897,United Kingdom,2011-10-20 14:30:00,2011-10-20 14:30:00,51,1,311.16,311.16,200,0,3,At Risk,4
13898,United Kingdom,2011-01-18 10:28:00,2011-01-18 10:28:00,326,1,155.93,155.93,133,0,3,At Risk,4
13899,United Kingdom,2011-03-10 09:30:00,2011-11-23 13:40:00,17,2,388.52,194.26,156,258,1,Potential Loyalists,3
13900,United Kingdom,2011-03-22 10:13:00,2011-06-09 19:26:00,184,3,740.95,246.98,430,79,0,Loyal Customers,2
13901,United Kingdom,2011-01-25 09:01:00,2011-09-28 14:48:00,73,5,2867.2,573.44,1739,246,0,Loyal Customers,2
13904,United Kingdom,2011-02-18 11:18:00,2011-11-02 13:41:00,38,2,332.64,166.32,332,257,1,Potential Loyalists,3
13908,United Kingdom,2011-03-08 12:04:00,2011-09-21 11:49:00,80,4,2369.55,592.39,1478,197,0,Loyal Customers,2
13911,United Kingdom,2011-02-04 14:46:00,2011-10-13 15:43:00,58,9,2580.91,286.77,2731,251,0,Loyal Customers,2
13914,United Kingdom,2011-11-03 16:28:00,2011-11-28 10:35:00,12,2,626.45,313.23,380,25,1,Potential Loyalists,3
13917,United Kingdom,2011-06-01 12:46:00,2011-10-21 09:56:00,50,2,272.04,136.02,228,142,1,Potential Loyalists,3
13918,United Kingdom,2011-03-31 18:05:00,2011-10-21 12:25:00,50,2,1212.84,606.42,1140,204,0,Loyal Customers,2
13919,Denmark,2011-08-10 10:15:00,2011-10-11 14:24:00,60,2,384.81,192.4,474,62,3,At Risk,4
13922,United Kingdom,2010-12-23 10:38:00,2010-12-23 10:38:00,352,1,172.25,172.25,93,0,3,At Risk,4
13923,United Kingdom,2011-10-17 12:33:00,2011-10-17 12:33:00,54,1,351.13,351.13,185,0,3,At Risk,4
13924,United Kingdom,2011-09-28 15:07:00,2011-12-08 09:39:00,2,6,1838.85,306.47,1575,71,2,Champions,1
13925,United Kingdom,2011-07-28 12:09:00,2011-09-08 12:47:00,93,4,678.25,169.56,331,42,0,Loyal Customers,2
13926,United Kingdom,2011-11-16 13:16:00,2011-11-16 13:16:00,24,1,223.85,223.85,104,0,1,Potential Loyalists,3
13927,United Kingdom,2011-09-26 12:00:00,2011-09-26 12:00:00,75,1,348.99,348.99,214,0,3,At Risk,4
13928,United Kingdom,2011-07-29 15:59:00,2011-11-29 10:33:00,11,4,464.57,116.14,129,123,1,Potential Loyalists,3
13929,United Kingdom,2011-01-17 15:11:00,2011-06-23 15:26:00,170,2,842.65,421.32,143,157,3,At Risk,4
13930,United Kingdom,2011-07-26 11:00:00,2011-10-13 09:45:00,58,2,337.34,168.67,274,79,3,At Risk,4
13931,United Kingdom,2011-03-04 08:43:00,2011-09-05 10:12:00,96,2,1237.53,618.76,725,185,0,Loyal Customers,2
13932,United Kingdom,2011-02-18 12:02:00,2011-02-18 12:02:00,295,1,307.4,307.4,72,0,3,At Risk,4
13933,United Kingdom,2011-07-14 13:35:00,2011-08-22 14:03:00,110,2,608.79,304.4,205,39,3,At Risk,4
13934,United Kingdom,2011-03-21 08:39:00,2011-03-21 08:39:00,264,1,922.1,922.1,390,0,3,At Risk,4
13936,United Kingdom,2011-06-13 08:47:00,2011-06-13 08:47:00,180,1,376.58,376.58,330,0,3,At Risk,4
13937,United Kingdom,2011-06-23 16:35:00,2011-06-23 16:35:00,170,1,158.85,158.85,123,0,3,At Risk,4
13938,United Kingdom,2011-11-04 14:37:00,2011-11-04 14:37:00,36,1,71.66,71.66,70,0,1,Potential Loyalists,3
13939,United Kingdom,2011-02-01 11:30:00,2011-11-16 13:33:00,24,3,568.55,189.52,847,288,1,Potential Loyalists,3
13940,United Kingdom,2011-07-18 16:05:00,2011-11-22 15:15:00,18,4,839.14,209.78,516,127,0,Loyal Customers,2
13941,United Kingdom,2010-12-02 10:17:00,2011-11-18 09:43:00,22,5,5112.96,1022.59,2364,351,2,Champions,1
13946,United Kingdom,2011-03-17 10:02:00,2011-09-21 13:33:00,80,3,561.57,187.19,443,188,0,Loyal Customers,2
13947,United Kingdom,2011-10-05 14:42:00,2011-10-05 14:42:00,66,1,90.6,90.6,44,0,3,At Risk,4
13948,United Kingdom,2010-12-14 10:18:00,2010-12-14 10:18:00,361,1,102.0,102.0,40,0,3,At Risk,4
13949,United Kingdom,2011-09-06 11:55:00,2011-12-07 09:35:00,3,6,2427.32,404.55,2474,92,2,Champions,1
13950,United Kingdom,2011-04-07 11:29:00,2011-11-28 14:44:00,12,4,745.06,186.26,323,235,1,Potential Loyalists,3
13951,United Kingdom,2011-02-18 15:21:00,2011-06-16 16:43:00,177,3,674.45,224.82,459,118,3,At Risk,4
13952,United Kingdom,2011-04-15 09:27:00,2011-05-06 09:00:00,218,2,3251.07,1625.54,1431,21,0,Loyal Customers,2
13953,United Kingdom,2010-12-22 10:29:00,2011-12-02 16:04:00,8,7,3515.68,502.24,2724,345,2,Champions,1
13954,United Kingdom,2011-09-30 10:52:00,2011-12-08 12:50:00,2,2,439.92,219.96,150,69,1,Potential Loyalists,3
13955,United Kingdom,2011-02-07 12:24:00,2011-07-08 17:19:00,155,2,322.96,161.48,154,151,3,At Risk,4
13956,United Kingdom,2011-03-13 12:51:00,2011-12-04 13:20:00,6,5,1019.27,203.85,486,266,2,Champions,1
13959,United Kingdom,2010-12-12 13:56:00,2011-09-21 15:06:00,80,3,594.04,198.01,355,283,0,Loyal Customers,2
13960,United Kingdom,2011-09-29 12:39:00,2011-11-18 15:27:00,22,2,230.22,115.11,142,50,1,Potential Loyalists,3
13962,United Kingdom,2011-04-08 11:21:00,2011-11-18 08:47:00,22,2,169.55,84.78,87,224,1,Potential Loyalists,3
13963,United Kingdom,2010-12-07 09:21:00,2011-02-04 14:43:00,309,4,664.54,166.14,460,59,3,At Risk,4
13967,United Kingdom,2011-07-17 12:02:00,2011-07-17 12:02:00,146,1,80.7,80.7,42,0,3,At Risk,4
13969,United Kingdom,2010-12-09 19:32:00,2011-12-02 15:11:00,8,18,9024.17,501.34,4528,358,2,Champions,1
13971,United Kingdom,2011-02-27 12:27:00,2011-11-21 12:06:00,19,8,2758.26,344.78,1844,267,2,Champions,1
13972,United Kingdom,2011-05-22 11:34:00,2011-09-30 11:54:00,71,2,190.25,95.12,187,131,3,At Risk,4
13973,United Kingdom,2011-02-25 15:21:00,2011-02-25 15:21:00,288,1,264.7,264.7,109,0,3,At Risk,4
13974,United Kingdom,2011-10-21 14:41:00,2011-10-21 14:41:00,50,1,413.59,413.59,249,0,1,Potential Loyalists,3
13975,United Kingdom,2011-03-08 12:19:00,2011-11-08 13:19:00,32,6,2461.24,410.21,1697,245,0,Loyal Customers,2
13976,United Kingdom,2011-05-17 09:13:00,2011-05-17 09:13:00,207,1,357.98,357.98,154,0,3,At Risk,4
13978,United Kingdom,2011-10-25 15:04:00,2011-11-25 11:36:00,15,2,196.79,98.4,315,31,1,Potential Loyalists,3
13979,United Kingdom,2011-09-27 13:32:00,2011-09-27 13:32:00,74,1,869.87,869.87,639,0,3,At Risk,4
13980,United Kingdom,2011-10-10 13:34:00,2011-10-10 13:34:00,61,1,200.14,200.14,172,0,3,At Risk,4
13982,United Kingdom,2010-12-09 13:57:00,2011-10-31 16:24:00,40,4,1871.81,467.95,1136,326,0,Loyal Customers,2
13983,United Kingdom,2010-12-08 10:38:00,2011-11-10 11:06:00,30,12,2603.43,216.95,1183,337,2,Champions,1
13984,United Kingdom,2010-12-08 15:58:00,2011-11-13 12:38:00,27,5,920.51,184.1,679,340,0,Loyal Customers,2
13985,United Kingdom,2011-03-20 13:48:00,2011-12-05 17:06:00,5,15,7060.13,470.68,3445,260,2,Champions,1
13986,United Kingdom,2011-11-22 15:00:00,2011-11-22 15:00:00,18,1,320.46,320.46,430,0,1,Potential Loyalists,3
13988,United Kingdom,2011-03-30 11:48:00,2011-11-20 10:15:00,20,6,4147.96,691.33,3044,235,2,Champions,1
13989,United Kingdom,2011-04-14 15:39:00,2011-10-05 09:47:00,66,2,1266.08,633.04,1313,174,0,Loyal Customers,2
13990,United Kingdom,2011-05-10 15:19:00,2011-05-10 15:19:00,214,1,311.3,311.3,190,0,3,At Risk,4
13991,United Kingdom,2011-07-19 12:58:00,2011-11-27 16:18:00,13,6,852.88,142.15,995,131,0,Loyal Customers,2
13992,United Kingdom,2011-11-09 15:23:00,2011-11-09 15:23:00,31,1,76.8,76.8,64,0,1,Potential Loyalists,3
13993,United Kingdom,2011-01-13 10:43:00,2011-10-28 09:06:00,43,9,3466.36,385.15,900,288,2,Champions,1
13994,United Kingdom,2011-07-14 18:28:00,2011-12-06 11:05:00,4,6,2274.14,379.02,932,145,2,Champions,1
13995,United Kingdom,2011-04-08 08:20:00,2011-11-24 14:22:00,16,5,1393.69,278.74,879,230,0,Loyal Customers,2
13999,United Kingdom,2010-12-13 11:23:00,2011-11-29 13:40:00,11,12,3901.81,325.15,2243,351,2,Champions,1
14000,United Kingdom,2011-05-12 16:50:00,2011-05-12 16:50:00,212,1,635.66,635.66,710,0,3,At Risk,4
14001,United Kingdom,2010-12-01 12:58:00,2011-10-25 10:31:00,46,3,2043.08,681.03,962,328,0,Loyal Customers,2
14002,United Kingdom,2011-07-06 14:59:00,2011-07-28 15:55:00,135,2,529.73,264.86,877,22,3,At Risk,4
14004,United Kingdom,2011-02-24 09:28:00,2011-10-27 14:40:00,44,7,4582.64,654.66,2668,245,0,Loyal Customers,2
14005,United Kingdom,2011-05-08 10:33:00,2011-11-30 12:41:00,10,5,2874.72,574.94,2478,206,2,Champions,1
14006,United Kingdom,2011-01-31 15:11:00,2011-08-16 09:39:00,116,3,962.19,320.73,641,197,0,Loyal Customers,2
14009,United Kingdom,2011-05-18 13:00:00,2011-05-25 15:47:00,199,2,695.61,347.8,365,7,3,At Risk,4
14012,United Kingdom,2011-03-07 12:26:00,2011-03-07 12:26:00,278,1,328.8,328.8,160,0,3,At Risk,4
14013,United Kingdom,2011-03-09 08:59:00,2011-08-21 15:01:00,111,3,473.02,157.67,462,165,3,At Risk,4
14014,United Kingdom,2011-09-23 13:18:00,2011-09-23 13:18:00,78,1,505.18,505.18,1076,0,3,At Risk,4
14015,United Kingdom,2011-10-18 10:02:00,2011-10-18 10:02:00,53,1,917.34,917.34,378,0,1,Potential Loyalists,3
14016,EIRE,2010-12-17 14:21:00,2011-07-01 11:29:00,162,4,4341.21,1085.3,2125,196,0,Loyal Customers,2
14019,United Kingdom,2011-07-24 15:39:00,2011-10-24 10:13:00,47,3,1421.61,473.87,1037,92,0,Loyal Customers,2
14020,United Kingdom,2011-09-12 15:32:00,2011-11-23 09:22:00,17,2,642.8,321.4,441,72,1,Potential Loyalists,3
14021,United Kingdom,2011-03-28 15:10:00,2011-07-07 15:46:00,156,3,631.9,210.63,192,101,3,At Risk,4
14022,United Kingdom,2011-04-28 14:39:00,2011-04-28 14:39:00,226,1,440.0,440.0,487,0,3,At Risk,4
14023,United Kingdom,2011-04-03 15:50:00,2011-12-02 13:58:00,8,2,584.07,292.03,345,243,1,Potential Loyalists,3
14024,United Kingdom,2011-08-07 13:31:00,2011-08-10 11:30:00,122,2,327.7,163.85,150,3,3,At Risk,4
14027,United Kingdom,2011-10-10 09:01:00,2011-10-10 09:01:00,61,1,104.82,104.82,62,0,3,At Risk,4
14029,United Kingdom,2011-07-18 16:57:00,2011-10-07 14:46:00,64,2,467.66,233.83,198,81,3,At Risk,4
14030,United Kingdom,2010-12-08 16:11:00,2011-11-21 16:48:00,19,8,2358.84,294.86,1478,348,2,Champions,1
14031,United Kingdom,2010-12-02 16:34:00,2011-12-02 17:13:00,8,19,17286.86,909.83,5788,365,2,Champions,1
14032,United Kingdom,2010-12-08 10:53:00,2011-12-07 15:23:00,3,11,2975.59,270.51,2032,364,2,Champions,1
14034,United Kingdom,2011-07-05 13:06:00,2011-11-17 14:02:00,23,3,648.89,216.3,420,135,1,Potential Loyalists,3
14035,United Kingdom,2011-02-15 12:48:00,2011-11-11 10:03:00,29,5,1428.02,285.6,739,269,0,Loyal Customers,2
14036,United Kingdom,2011-02-28 09:26:00,2011-02-28 09:26:00,285,1,626.65,626.65,268,0,3,At Risk,4
14037,United Kingdom,2010-12-10 11:39:00,2011-06-16 13:57:00,177,2,147.2,73.6,46,188,3,At Risk,4
14038,United Kingdom,2011-05-16 14:05:00,2011-09-22 13:37:00,79,3,1560.38,520.13,965,129,0,Loyal Customers,2
14039,United Kingdom,2011-11-06 13:48:00,2011-11-06 13:48:00,34,1,152.2,152.2,92,0,1,Potential Loyalists,3
14040,United Kingdom,2011-01-12 14:57:00,2011-10-30 12:42:00,41,12,3560.32,296.69,1544,291,2,Champions,1
14041,United Kingdom,2011-03-18 13:25:00,2011-03-18 13:25:00,267,1,141.41,141.41,94,0,3,At Risk,4
14044,United Kingdom,2011-02-03 11:39:00,2011-11-13 12:05:00,27,4,646.42,161.6,304,283,0,Loyal Customers,2
14045,United Kingdom,2010-12-01 11:32:00,2011-08-22 15:27:00,110,4,1659.75,414.94,535,264,0,Loyal Customers,2
14046,United Kingdom,2011-02-28 14:48:00,2011-02-28 14:48:00,285,1,154.99,154.99,460,0,3,At Risk,4
14047,United Kingdom,2010-12-02 10:09:00,2011-12-01 11:43:00,9,5,1308.61,261.72,381,364,0,Loyal Customers,2
14048,United Kingdom,2011-02-07 14:53:00,2011-02-07 14:53:00,306,1,409.93,409.93,288,0,3,At Risk,4
14049,United Kingdom,2011-01-26 11:27:00,2011-11-23 12:20:00,17,4,5578.72,1394.68,3808,301,2,Champions,1
14050,United Kingdom,2011-08-25 13:46:00,2011-11-08 10:00:00,32,2,746.36,373.18,689,75,1,Potential Loyalists,3
14051,United Kingdom,2010-12-08 12:49:00,2011-12-09 10:20:00,1,23,15610.39,678.71,3756,366,2,Champions,1
14052,United Kingdom,2011-11-20 12:30:00,2011-11-20 12:30:00,20,1,225.36,225.36,89,0,1,Potential Loyalists,3
14053,United Kingdom,2011-07-03 12:21:00,2011-08-07 14:27:00,125,2,260.25,130.12,215,35,3,At Risk,4
14054,United Kingdom,2011-10-05 15:49:00,2011-10-05 15:49:00,66,1,92.46,92.46,62,0,3,At Risk,4
14055,United Kingdom,2011-08-25 15:04:00,2011-08-25 15:04:00,107,1,725.64,725.64,216,0,3,At Risk,4
14056,United Kingdom,2011-02-28 15:19:00,2011-12-08 13:36:00,2,23,8152.71,354.47,4252,283,2,Champions,1
14057,United Kingdom,2010-12-14 12:11:00,2011-11-16 10:32:00,24,17,6211.66,365.39,4873,337,2,Champions,1
14059,United Kingdom,2011-03-18 10:06:00,2011-03-18 10:06:00,267,1,183.6,183.6,128,0,3,At Risk,4
14060,United Kingdom,2010-12-02 12:11:00,2011-12-05 12:29:00,5,19,6140.42,323.18,5386,368,2,Champions,1
14062,United Kingdom,2010-12-10 15:56:00,2011-11-30 10:04:00,10,12,10464.85,872.07,5593,355,2,Champions,1
14064,United Kingdom,2011-03-10 12:59:00,2011-11-10 13:14:00,30,5,1334.34,266.87,1772,245,0,Loyal Customers,2
14066,United Kingdom,2011-03-18 12:21:00,2011-03-18 12:21:00,267,1,152.55,152.55,45,0,3,At Risk,4
14067,United Kingdom,2011-09-04 12:00:00,2011-10-07 10:21:00,64,2,374.7,187.35,361,33,3,At Risk,4
14068,United Kingdom,2011-01-23 16:02:00,2011-01-23 16:02:00,321,1,265.85,265.85,73,0,3,At Risk,4
14071,United Kingdom,2011-03-20 11:33:00,2011-12-06 12:27:00,4,8,1437.57,179.7,994,261,2,Champions,1
14073,United Kingdom,2011-11-07 15:49:00,2011-11-07 15:49:00,33,1,151.04,151.04,130,0,1,Potential Loyalists,3
14075,United Kingdom,2011-03-23 16:35:00,2011-12-05 08:38:00,5,3,942.26,314.09,754,257,1,Potential Loyalists,3
14076,United Kingdom,2011-08-02 15:19:00,2011-08-02 15:19:00,130,1,118.67,118.67,79,0,3,At Risk,4
14077,United Kingdom,2011-03-10 15:52:00,2011-10-30 12:35:00,41,5,499.42,99.88,268,234,0,Loyal Customers,2
14078,United Kingdom,2010-12-01 12:54:00,2011-08-30 12:16:00,102,6,1049.37,174.9,310,272,0,Loyal Customers,2
14079,United Kingdom,2011-08-07 12:10:00,2011-08-07 12:10:00,125,1,375.1,375.1,301,0,3,At Risk,4
14080,United Kingdom,2011-11-07 11:09:00,2011-11-07 11:09:00,33,1,45.6,45.6,48,0,1,Potential Loyalists,3
14081,United Kingdom,2010-12-05 15:47:00,2011-02-10 16:17:00,303,2,921.62,460.81,592,67,3,At Risk,4
14082,United Kingdom,2010-12-10 11:02:00,2010-12-10 11:02:00,365,1,182.25,182.25,110,0,3,At Risk,4
14083,United Kingdom,2010-12-03 12:24:00,2011-12-05 13:14:00,5,9,1002.9,111.43,705,367,2,Champions,1
14085,United Kingdom,2010-12-06 12:39:00,2011-12-07 13:46:00,3,18,4421.29,245.63,3177,366,2,Champions,1
14087,United Kingdom,2011-12-07 12:41:00,2011-12-07 12:41:00,3,1,191.47,191.47,250,0,1,Potential Loyalists,3
14088,United Kingdom,2011-01-21 13:07:00,2011-11-29 16:16:00,11,13,50491.81,3883.99,12665,312,2,Champions,1
14089,United Kingdom,2011-10-14 10:38:00,2011-10-14 10:38:00,57,1,158.75,158.75,133,0,3,At Risk,4
14090,United Kingdom,2011-01-19 10:51:00,2011-01-19 10:51:00,325,1,76.32,76.32,72,0,3,At Risk,4
14092,United Kingdom,2010-12-16 15:47:00,2011-12-02 12:13:00,8,14,4076.91,291.21,2066,351,2,Champions,1
14093,United Kingdom,2011-11-27 16:27:00,2011-11-27 16:27:00,13,1,433.86,433.86,391,0,1,Potential Loyalists,3
